order_id,customer_id,product,amount,order_date,region
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,504d281f-c953-4b63-ba81-edd9587ef344,Headphones,1704,2024-06-18,Europe
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,30a900ad-939b-462d-a645-f129629c2ae3,Smartphone,1385,2024-04-08,Europe
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,Smartphone,1947,2024-09-23,Asia
bcae8081-bdf0-40aa-b0b5-156bb82c9074,6e6981a3-5d3d-4e56-b270-e4faabae4f43,Laptop,882,2024-01-28,South America
5487fd4f-ebb7-4385-aa0b-7b14f2e9702d,d9178793-a9d3-42e6-905c-c6869f871ce7,Headphones,487,2024-02-18,South America
81d2c7de-4ce1-4b90-a669-7833b841d0a0,5380b904-688c-4015-aab9-7e494f2d4796,Smartphone,387,2024-06-05,South America
2095eef6-8ded-49fb-8bb0-0f20b27c4026,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,Smartphone,849,2024-05-27,North America
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,Headphones,634,2024-07-31,South America
49732d6c-4dca-4fb7-801a-9a8bd56f0350,9479e1e6-c927-4d9b-ae0d-264835ce8841,Headphones,367,2024-08-23,Asia
7118e364-7709-4749-927e-ecfaa79ac9aa,82dc4c8e-36b5-429a-acf5-e81e71316269,Tablet,495,2024-07-02,Europe
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,15b52908-a8aa-4158-ab70-e525bc67f831,Smartphone,1581,2024-04-20,North America
9e87e04c-a208-4977-a9f2-533683f4a9a9,f3b63fe1-d184-4324-97e8-392a55cee5db,Smartphone,152,2024-10-18,South America
39820cff-4f77-4665-ac3c-56403c20592f,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,Laptop,166,2024-01-18,Europe
9c7c7377-79a2-4903-bbe3-3b243eae0032,74962764-12a4-4ef0-84bb-b7a9d98868dd,Laptop,190,2024-06-09,Europe
31c681ec-935f-4b0a-a138-4ddce2d9de5d,7e8f8095-624c-49b6-b244-45a7b7e58481,Laptop,876,2024-06-04,Europe
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,dc45d539-c03f-4538-a485-5aa1016b6287,Laptop,1235,2024-10-26,Europe
6cd66193-c746-4f59-9b49-4e15e2add909,f53d4330-cdda-44ba-ad06-e8cf3805f907,Smartphone,908,2024-09-27,North America
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,1f115b76-d92c-4227-aadf-50853fcb7546,Tablet,468,2024-06-26,North America
aae65fc1-76f2-4bfe-8d29-a36f222282e1,986f9025-8f15-4a58-bce6-850487f8424d,Laptop,593,2024-05-03,South America
714c7df4-e434-4d51-8158-1092f335cba3,e45b712e-b822-4688-90a4-44329cd6c852,Laptop,1425,2024-07-15,North America
8c41561b-e827-41b9-94a0-2e536d3ee1dc,be6033f7-28be-4288-a5af-6e39722764e6,Headphones,697,2024-11-30,Europe
c074718e-425a-409f-b337-c59979844388,46fde062-a33d-47af-9701-410d3f4b1a70,Smartphone,988,2024-10-24,Europe
a07295e9-7c0e-4cd8-8573-e793c715b2b9,13d5f2f7-709b-4d97-864c-04af3d3f3799,Smartphone,1151,2024-10-04,Asia
55fa1ab8-458f-4f19-bc07-c57449257af1,14a0bccb-8a47-4a87-a49d-681d51d87c64,Tablet,321,2024-02-23,North America
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,10714d51-36c5-4dac-b4d7-e28e271e3ee2,Smartphone,1850,2024-06-10,Asia
7746d0ba-8ae8-405b-94b4-a48268586eba,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Tablet,633,2024-06-12,Asia
95863a76-c511-45ff-a7a3-7e8163b4c08b,db52ca58-0500-4bc6-b20d-cb6ef2311f17,Headphones,1757,2024-12-08,North America
7a1b5806-6160-46b4-9360-715fc3fe0183,4c71e0fe-5a0c-4d7c-b157-8470018267c4,Smartphone,1417,2024-10-19,North America
f41402b1-e442-4ebb-9a7b-909563d62a39,bf5d2fdf-89c8-42ab-ab44-fa8dd5f25073,Smartphone,1972,2024-10-12,Asia
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,45df16b6-382c-443f-bcfc-9b793875394c,Tablet,286,2024-06-18,Europe
560c95ee-638c-454c-876e-2bba7c5308bf,67814c1f-cc53-4e36-addc-3e13ab3b4d37,Laptop,607,2024-10-08,North America
eb67146a-77a6-417c-972b-61082a405f12,88bc539c-9f4c-4b79-bb10-987f20ac3703,Laptop,1519,2024-01-11,North America
907bfe36-9786-48f8-a4de-82e6e82c7d7b,a48b3dbe-157d-44a1-86f0-28ffa9ba5a27,Laptop,1457,2024-06-15,North America
2e85cb21-7631-4e9d-9de9-f86322bd3388,53cd6268-610c-4373-8299-9aa40cdf742b,Headphones,564,2024-03-23,Europe
c2dff335-5666-4f9f-93ac-2ab974672cd9,c083b73a-473b-4358-a10e-6a64e1301617,Smartphone,1349,2024-11-19,South America
14f7ce8d-d5bc-48d0-8094-dded6bebac31,8a175dfe-bfc0-4dc8-84f6-4d8678660765,Tablet,140,2024-01-21,Europe
39669fa7-5997-4043-b3b1-025bfff9f585,f510ab53-c7fe-439f-9190-f938a66fd7f7,Tablet,1629,2024-09-10,Asia
f319c125-07f1-44f9-8115-6d6d0a4e5b70,05379ff6-d6d7-43b8-b309-4d353f4df561,Tablet,380,2024-08-29,South America
793b4c32-2050-4494-bd11-48022702878b,f2a03459-9060-4f62-9d48-a071ab61a7b1,Headphones,1198,2024-03-25,Europe
c4536f1d-4199-4fdf-b310-22f0770c7798,9b749245-9b1b-4895-aaf4-3ab75e6fea07,Smartphone,204,2024-10-17,Asia
d1bdb8c0-c71d-4e60-9d52-06abb7e6427c,1bac5c15-4fa0-4f26-b6f7-f0cc29ec8e49,Smartphone,1759,2024-08-12,North America
93676a02-4fdc-4e1b-adcb-8cb60692dc63,60141de9-f54a-40a2-a874-66d7ad66a1bd,Laptop,930,2024-06-03,Asia
13748146-32c5-4d89-b70b-3420f1043785,a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,Smartphone,681,2024-04-04,North America
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,ce3714af-99b4-4350-af2b-99b4d9acd158,Smartphone,1890,2024-02-17,North America
c85aca46-90e0-44a0-bbdd-3933cbd58bf6,6daa2e68-8861-4e18-98e2-58880a8381be,Laptop,1446,2024-09-13,Asia
a5c5650c-8186-4576-91a7-26095eddbbbf,6b88f83d-d97d-49cd-833d-2bce575aed2c,Smartphone,774,2024-11-15,South America
f5f62c97-6efb-43b1-9b04-98637d7ddbed,d4262982-e43e-4288-a2b5-b4985cb85aed,Laptop,1945,2024-06-27,Asia
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,a6846099-f729-4951-8591-31d2bbda0242,Laptop,1688,2024-04-14,Asia
89c5b31a-eb6c-4016-8ee6-24d09dac6e83,6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,Headphones,100,2024-11-16,Asia
52828d80-44b5-41f7-97ac-6aa8bb2488a3,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Tablet,1652,2024-02-03,South America
3e6dd58b-7367-428d-a1b2-94de4767d76c,9c3eb2d5-91e1-4a96-b6f7-2255c01f36bf,Laptop,596,2024-09-16,Asia
7e8adee7-0758-4201-961e-16d16105716b,7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Smartphone,833,2024-03-23,Europe
57207246-4223-423b-8c3e-bdde5ad5cf06,b380c73a-989d-4d4a-a15c-a6664797b2c9,Headphones,505,2024-12-07,Asia
8441aefd-0299-436a-8e48-522346b98991,3dc98290-15ea-4b27-b0e9-12f2f2b43abf,Headphones,766,2024-10-06,North America
c2171429-8e20-4724-bd13-7018680bac63,a559e463-79e1-4cea-b0cb-c61f3d85de89,Laptop,506,2024-10-03,Europe
046a0df5-cafd-4613-b2bb-912d7da67785,6786d506-38ba-4abc-8b53-05e517d2582e,Laptop,866,2024-09-25,North America
94e0d3ba-a9f9-48b2-8e63-84bb3e493f43,87ea7ff5-8db0-4746-b927-99735e781fd7,Tablet,1820,2024-05-13,Europe
8ce6424d-bef5-4fe6-bf23-3d5f6cedd15d,7428a656-b3ee-4d3b-9a10-412954aebd1b,Tablet,769,2024-04-15,South America
1ee34dc4-3b04-4a8b-805b-fdc94e7ed827,1e9b23bc-50c7-4006-b14d-3441b8a6171f,Tablet,1973,2024-10-15,Europe
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,bd1531c8-3764-4bda-b108-d4482f65fafa,Smartphone,1846,2024-07-07,North America
fa02eaec-96ef-4ad6-b97e-670346c8adfe,48729a4d-98c7-472a-864e-9a13c29cfc0c,Laptop,1239,2024-02-09,North America
3a3c563e-4bd6-4ee6-b1b1-b099d52721e7,039f3a25-4d61-48bd-adef-e1935c62b3a2,Smartphone,272,2024-10-01,South America
0ba6eab9-4639-447b-a067-bdac88bd13d1,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Tablet,1542,2024-09-27,North America
de53790a-a34b-4cf6-a053-da42f1afdb65,df6a8f93-1a43-4f0a-bdaa-39f0c0b6fce2,Headphones,1291,2024-01-05,Europe
7a8d03aa-782a-45e0-88ca-765192f5df7b,f72ada9b-2f32-451e-9738-811d70c2903f,Headphones,1892,2024-01-20,Asia
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,6694c343-10ba-48e3-9276-2bdc1d34d08e,Tablet,140,2024-07-09,South America
afbb411a-a123-4a8c-93b7-a88612f70c97,cfa701cd-2631-400b-a6d7-94d30db95301,Smartphone,1114,2024-08-06,Asia
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,c3b290d0-8edd-4fcd-9e52-d7703f897142,Tablet,933,2024-06-10,Europe
9e50aa42-ca6d-4da1-989b-c4da9b37a22b,61607459-85c7-404b-8693-da1139c6a1ca,Tablet,1326,2024-06-23,North America
dc33e1f9-4c1f-45ab-b156-29eee893be3d,4e2d6645-6dc7-4ac7-bd72-b05096a9954f,Smartphone,1524,2024-08-08,North America
f5c9b047-9c10-4572-8f6b-40d09efba58b,c342bd2b-f295-456e-9967-5f06bd767e35,Tablet,1415,2024-03-21,South America
a911d192-43bf-4931-b605-bf54a021c0ca,2c7f0b79-3d67-4de9-a834-e4c014c8b3b4,Tablet,874,2024-08-02,North America
68949b8d-00af-4b3a-a812-859a1337739e,784c2f29-9804-42a2-b07a-a066735435ea,Laptop,442,2024-04-23,South America
b4fb0eb9-49c1-4de7-bb42-06c5085b15fb,743b65a2-dc0f-4fcf-b3f6-fe0d48603b32,Headphones,1437,2024-01-28,Asia
43b9da13-ec85-4f37-bbc1-a987aff8754d,96fc734d-a003-4d28-8a8f-3653c9af18f8,Tablet,881,2024-09-13,Europe
6cd5e859-32a4-47b2-af04-e57dcdccc33a,a5cb63a2-398d-4ca6-8b68-70b51d61fac3,Tablet,637,2024-02-27,Asia
246998e8-d39e-498b-8400-7d5ae88da719,cae9b4a7-2a79-4a68-8f44-704f1247ea4e,Headphones,1659,2024-04-29,North America
91b78d8e-d301-4989-bfbb-b17f9854ce4e,1fd5a423-706c-4c56-89e2-623debd34616,Headphones,954,2024-07-01,South America
670acc5c-b321-4f21-8dd8-eb85b04d3376,8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Laptop,1096,2024-07-10,South America
0a3450fc-9918-4e46-9497-d6587010f719,5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,Laptop,1399,2024-08-22,Europe
3a9aca5e-1761-42ed-869f-14f140181c6e,dc4ad56b-d601-4237-ac9e-d156f63fce41,Tablet,1105,2024-08-11,North America
ffe3fa49-054f-42ff-b366-bad4964db03f,44feacae-d248-49a7-ac1a-a554c3c75611,Smartphone,1726,2024-08-11,Asia
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,7135f221-a6c9-437f-84da-d06a7872bdeb,Tablet,510,2024-04-18,Asia
6f962882-95d8-4980-bf37-d19c2e76128b,f8140102-7de1-4dfe-9072-5b5ca2814044,Laptop,100,2024-02-05,Europe
5553b2fe-6889-403e-9913-f9d3785299f4,db946570-1ac7-4ec0-ab8d-deb45230dfbd,Laptop,1023,2024-03-03,Europe
7ed70ed7-b194-490b-a961-929e546e035a,668409e3-f1f8-443e-a99f-131849c8a43f,Headphones,898,2024-11-11,Asia
746f7891-0964-4bbf-8cd3-21b0c2b01cfd,52c21221-409d-4602-9084-3242168b1625,Headphones,1062,2024-02-15,South America
dd6ac7b8-6778-443b-85c5-b37af85e06a1,004b6fab-fcf5-4188-932e-6dcd83bc9478,Laptop,352,2024-09-12,Europe
69ca97d2-7644-44fd-8ae7-69edde8ede0b,5c9d927d-84b8-41bb-b005-68d20de051a6,Smartphone,1644,2024-08-29,South America
71299889-a01a-4992-bf9d-3e64c1a6423b,445dcc38-341c-4494-8d36-6dfcc28ebd70,Laptop,410,2024-08-01,South America
70286046-49bc-473f-ad7b-f656218a1536,1f15c7b6-7c16-428d-b2c0-8394e17f29e1,Smartphone,1191,2024-01-12,Asia
cc9fd334-9bdf-4377-a149-23c2f920264c,4f8d5238-288b-48b5-b5b4-53ca3d42993c,Smartphone,984,2024-08-01,Asia
17dc8eff-6872-43f9-8d60-593603802b70,e9b5c5cf-d766-4cda-be04-90593985fb62,Headphones,1417,2024-02-14,North America
a5d04d53-1e12-42e3-b272-92b6762172ed,eec259dc-7f95-497c-a76a-a6ced50755d9,Headphones,1304,2024-10-05,South America
45ff2c83-b495-4b4e-8245-6fb44ab7706e,faf14ff0-7b85-479a-95b0-77e06a5d932b,Headphones,1887,2024-07-02,Asia
25074181-8d1f-4540-b4ef-f5453e652603,9970cf60-ebff-4d15-b0cb-d7556232b17a,Headphones,971,2024-07-16,North America
dd30de89-22f2-45f2-a11b-868dbf0d073d,ca3dd859-c5ce-499c-86b8-265911df12d7,Laptop,1770,2024-11-27,North America
c9a7d91f-ef2a-4713-9702-10496a39aaa6,00a81de9-d20f-47d0-8465-6d6b81fb18b3,Headphones,1333,2024-04-19,Asia
96418ced-d664-4264-8c6e-27ffb9de7a3a,7d5911c6-a8f1-4091-bfb8-102d9475dbc9,Tablet,950,2024-12-02,Europe
7bfdcc12-89e0-4ab3-b250-ee18260a5962,c34b9fbb-8d4a-45b8-951a-c8ea585a0afa,Tablet,530,2024-07-30,North America
5260001e-eecf-47d2-b491-76f46090d697,b28f41de-fb14-4bc3-b04b-8590de9e3757,Tablet,704,2024-04-02,Europe
db23aa8c-3bca-4f85-a20a-60ac9261549d,517400f8-0b2c-482a-a928-8e92c68a152f,Laptop,358,2024-10-16,Asia
cfb87e6f-e9d6-4f23-b489-d0707914f8a8,a9e782d4-fd08-432c-a2d6-0e9361985d54,Headphones,1471,2024-11-03,Asia
26f05fcf-fb16-45db-a6ea-b79ed21c82f8,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,Laptop,181,2024-07-14,South America
dea4ae17-54fd-4ad3-9716-108ef72169bb,70b7e868-d854-40f0-9fca-f0b719b17e80,Headphones,727,2024-02-08,South America
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,def57689-68f4-4bce-a4e7-5e8eb8f21423,Headphones,177,2024-09-11,Asia
78308930-1327-41bc-a784-378ff84f16b3,56abf2f1-43d8-4870-b81d-baa1c8120a8e,Headphones,847,2024-08-30,Europe
148f8b74-a65b-41f2-a5c1-7795b15516bc,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,Headphones,1026,2024-11-29,Europe
5110b492-f442-4e0b-a148-4bb3889b78d5,c268283e-e32f-4e63-b7fd-dd71a075e927,Tablet,661,2024-07-08,South America
9e11d2cd-0930-4ef6-8a80-068ddf547e50,af34cf65-a193-44b2-bc19-e71d118405ad,Headphones,1152,2024-04-21,Asia
1723199d-bf2c-44a0-ba3c-8a71ff574e2b,c2a79689-1933-418c-ba74-57616f18c108,Headphones,499,2024-09-03,North America
7194eae2-19ba-47ae-9f61-5a5cb4323070,e746ccb9-4ca9-4f07-b1aa-0f6a2a96e1e2,Headphones,1044,2024-01-12,Europe
0e5dd462-cbd0-4ef2-930a-37df0bc61066,6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Headphones,738,2024-02-26,South America
90e0a95b-697c-4923-87fa-841a3e83b91f,2b840c67-2e18-4554-8ae2-8e66ae8a7813,Laptop,1771,2024-03-08,South America
